Cluster,Products,Periods,Scenarios,DemandPeriodScenarios,Closest_Index
0,1,3.0,7.0,982.0,190
0,1,3.0,8.0,1249.0,190
0,1,3.0,9.0,1328.0,190
0,1,3.0,10.0,1060.0,190
0,1,3.0,11.0,1179.0,190
0,1,3.0,12.0,1356.0,190
0,1,3.0,13.0,2072.0,190
0,1,3.0,14.0,1545.0,190
0,1,3.0,15.0,1181.0,190
0,1,3.0,16.0,1536.0,190
0,1,3.0,17.0,1684.0,190
0,1,3.0,18.0,1280.0,190
0,1,3.0,19.0,1122.0,190
0,1,3.0,20.0,1219.0,190
0,1,3.0,21.0,1388.0,190
0,1,3.0,22.0,1299.0,190
0,1,3.0,23.0,1735.0,190
0,1,3.0,24.0,2158.0,190
0,1,3.0,25.0,1632.0,190
0,1,3.0,26.0,1532.0,190
0,1,3.0,27.0,1663.0,190
0,1,3.0,28.0,1090.0,190
0,1,3.0,29.0,1679.0,190
0,1,3.0,30.0,1305.0,190
0,1,3.0,31.0,1284.0,190
0,1,3.0,32.0,1151.0,190
0,1,3.0,33.0,1018.0,190
0,1,3.0,34.0,1700.0,190
0,1,3.0,35.0,1039.0,190
0,1,3.0,36.0,1527.0,190
0,1,3.0,37.0,1384.0,190
0,1,3.0,38.0,1349.0,190
0,1,3.0,39.0,1185.0,190
0,1,3.0,40.0,1742.0,190
0,1,3.0,41.0,1168.0,190
0,1,3.0,42.0,1738.0,190
0,1,3.0,43.0,1337.0,190
0,1,3.0,44.0,1658.0,190
0,1,3.0,45.0,1101.0,190
0,1,3.0,46.0,1948.0,190
0,1,3.0,47.0,1907.0,190
0,1,3.0,48.0,1398.0,190
0,1,3.0,49.0,1467.0,190
0,1,3.0,50.0,1420.0,190
0,1,3.0,51.0,1361.0,190
0,1,3.0,52.0,966.0,190
0,1,3.0,53.0,1584.0,190
0,1,3.0,54.0,1433.0,190
0,1,3.0,55.0,1269.0,190
0,1,3.0,56.0,1451.0,190
0,1,3.0,57.0,1237.0,190
0,1,3.0,58.0,1114.0,190
0,1,3.0,59.0,1173.0,190
0,1,3.0,60.0,1274.0,190
0,1,3.0,61.0,1203.0,190
0,1,3.0,62.0,1626.0,190
0,1,3.0,63.0,1508.0,190
0,1,3.0,64.0,1602.0,190
0,1,3.0,65.0,1053.0,190
0,1,3.0,66.0,1035.0,190
0,1,3.0,67.0,1524.0,190
0,1,3.0,68.0,1479.0,190
0,1,3.0,69.0,1669.0,190
0,1,3.0,70.0,1651.0,190
0,1,3.0,71.0,1393.0,190
0,1,3.0,72.0,1699.0,190
0,1,3.0,73.0,1516.0,190
0,1,3.0,74.0,1652.0,190
0,1,3.0,75.0,1505.0,190
0,1,3.0,76.0,961.0,190
0,1,3.0,77.0,1039.0,190
0,1,3.0,78.0,1567.0,190
0,1,3.0,79.0,1582.0,190
0,1,3.0,80.0,1029.0,190
0,1,3.0,81.0,1007.0,190
0,1,3.0,82.0,1321.0,190
0,1,3.0,83.0,1209.0,190
0,1,3.0,84.0,1538.0,190
0,1,3.0,85.0,1668.0,190
0,1,3.0,86.0,1622.0,190
0,1,3.0,87.0,1103.0,190
0,1,3.0,88.0,1518.0,190
0,1,3.0,89.0,1252.0,190
0,1,3.0,90.0,1671.0,190
0,1,3.0,91.0,1542.0,190
0,1,3.0,92.0,1946.0,190
0,1,3.0,93.0,1162.0,190
0,1,3.0,94.0,1424.0,190
0,1,3.0,95.0,1746.0,190
0,1,3.0,96.0,1176.0,190
0,1,3.0,97.0,1682.0,190
0,1,3.0,98.0,1627.0,190
0,1,3.0,99.0,1291.0,190
0,1,3.0,100.0,1488.0,190
0,1,4.0,1.0,2627.0,190
0,1,4.0,2.0,1973.0,190
0,1,4.0,3.0,1727.0,190
0,1,4.0,4.0,2400.0,190
0,1,4.0,5.0,2069.0,190
0,1,4.0,6.0,2333.0,190
0,1,4.0,7.0,1431.0,190
0,1,4.0,8.0,1270.0,190
0,1,4.0,9.0,1824.0,190
0,1,4.0,10.0,1713.0,190
0,1,4.0,11.0,1750.0,190
0,1,4.0,12.0,1842.0,190
0,1,4.0,13.0,3030.0,190
0,1,4.0,14.0,2385.0,190
0,1,4.0,15.0,1461.0,190
0,1,4.0,16.0,2469.0,190
0,1,4.0,17.0,2317.0,190
0,1,4.0,18.0,2354.0,190
0,1,4.0,19.0,1265.0,190
0,1,4.0,20.0,1522.0,190
0,1,4.0,21.0,1441.0,190
0,1,4.0,22.0,2061.0,190
0,1,4.0,23.0,2417.0,190
0,1,4.0,24.0,2359.0,190
0,1,4.0,25.0,3069.0,190
0,1,4.0,26.0,2168.0,190
0,1,4.0,27.0,2983.0,190
0,1,4.0,28.0,1375.0,190
0,1,4.0,29.0,2161.0,190
0,1,4.0,30.0,1850.0,190
0,1,4.0,31.0,1742.0,190
0,1,4.0,32.0,1888.0,190
0,1,4.0,33.0,1382.0,190
0,1,4.0,34.0,2357.0,190
0,1,4.0,35.0,1260.0,190
0,1,4.0,36.0,2205.0,190
0,1,4.0,37.0,2032.0,190
0,1,4.0,38.0,2393.0,190
0,1,4.0,39.0,1531.0,190
0,1,4.0,40.0,2294.0,190
0,1,4.0,41.0,1810.0,190
0,1,4.0,42.0,2463.0,190
0,1,4.0,43.0,2026.0,190
0,1,4.0,44.0,2379.0,190
0,1,4.0,45.0,1256.0,190
0,1,4.0,46.0,2701.0,190
0,1,4.0,47.0,2789.0,190
0,1,4.0,48.0,1957.0,190
0,1,4.0,49.0,2168.0,190
0,1,4.0,50.0,1969.0,190
0,1,4.0,51.0,1904.0,190
0,1,4.0,52.0,1407.0,190
0,1,4.0,53.0,1973.0,190
0,1,4.0,54.0,1755.0,190
0,1,4.0,55.0,1449.0,190
0,1,4.0,56.0,2128.0,190
0,1,4.0,57.0,1570.0,190
0,1,4.0,58.0,1392.0,190
0,1,4.0,59.0,1712.0,190
0,1,4.0,60.0,1836.0,190
0,1,4.0,61.0,1560.0,190
0,1,4.0,62.0,2410.0,190
0,1,4.0,63.0,2312.0,190
0,1,4.0,64.0,2652.0,190
0,1,4.0,65.0,2064.0,190
0,1,4.0,66.0,1348.0,190
0,1,4.0,67.0,2501.0,190
0,1,4.0,68.0,2338.0,190
0,1,4.0,69.0,2054.0,190
0,1,4.0,70.0,2008.0,190
0,1,4.0,71.0,2087.0,190
0,1,4.0,72.0,2903.0,190
0,1,4.0,73.0,2035.0,190
0,1,4.0,74.0,2098.0,190
0,1,4.0,75.0,2352.0,190
0,1,4.0,76.0,1589.0,190
0,1,4.0,77.0,1525.0,190
0,1,4.0,78.0,2881.0,190
0,1,4.0,79.0,2494.0,190
0,1,4.0,80.0,1173.0,190
0,1,4.0,81.0,1468.0,190
0,1,4.0,82.0,1905.0,190
0,1,4.0,83.0,1398.0,190
0,1,4.0,84.0,2613.0,190
0,1,4.0,85.0,2446.0,190
0,1,4.0,86.0,2709.0,190
0,1,4.0,87.0,1334.0,190
0,1,4.0,88.0,2581.0,190
0,1,4.0,89.0,2144.0,190
0,1,4.0,90.0,2524.0,190
0,1,4.0,91.0,2184.0,190
0,1,4.0,92.0,2641.0,190
0,1,4.0,93.0,1848.0,190
0,1,4.0,94.0,2159.0,190
0,1,4.0,95.0,2269.0,190
0,1,4.0,96.0,1281.0,190
0,1,4.0,97.0,2757.0,190
0,1,4.0,98.0,2387.0,190
0,1,4.0,99.0,1935.0,190
0,1,4.0,100.0,2300.0,190
0,1,5.0,1.0,4101.0,190
0,1,5.0,2.0,2650.0,190
0,1,5.0,3.0,2023.0,190
0,1,5.0,4.0,2953.0,190
0,1,5.0,5.0,2676.0,190
0,1,5.0,6.0,3470.0,190
0,1,5.0,7.0,1405.0,190
0,1,5.0,8.0,1651.0,190
0,1,5.0,9.0,2067.0,190
0,1,5.0,10.0,2049.0,190
0,1,5.0,11.0,1717.0,190
0,1,5.0,12.0,2292.0,190
0,1,5.0,13.0,3146.0,190
0,1,5.0,14.0,3100.0,190
0,1,5.0,15.0,2082.0,190
0,1,5.0,16.0,2799.0,190
0,1,5.0,17.0,3838.0,190
0,1,5.0,18.0,2873.0,190
0,1,5.0,19.0,1350.0,190
0,1,5.0,20.0,1738.0,190
0,1,5.0,21.0,1803.0,190
0,1,5.0,22.0,2107.0,190
0,1,5.0,23.0,2478.0,190
0,1,5.0,24.0,3808.0,190
0,1,5.0,25.0,4238.0,190
0,1,5.0,26.0,2608.0,190
0,1,5.0,27.0,3597.0,190
0,1,5.0,28.0,1684.0,190
0,1,5.0,29.0,2520.0,190
0,1,5.0,30.0,2082.0,190
0,1,5.0,31.0,2402.0,190
0,1,5.0,32.0,2279.0,190
0,1,5.0,33.0,1530.0,190
0,1,5.0,34.0,3826.0,190
0,1,5.0,35.0,1140.0,190
0,1,5.0,36.0,2609.0,190
0,1,5.0,37.0,2507.0,190
0,1,5.0,38.0,2616.0,190
0,1,5.0,39.0,1425.0,190
0,1,5.0,40.0,2839.0,190
0,1,5.0,41.0,2162.0,190
0,1,5.0,42.0,3450.0,190
0,1,5.0,43.0,2121.0,190
0,1,5.0,44.0,2867.0,190
0,1,5.0,45.0,1436.0,190
0,1,5.0,46.0,3194.0,190
0,1,5.0,47.0,2848.0,190
0,1,5.0,48.0,2030.0,190
0,1,5.0,49.0,2871.0,190
0,1,5.0,50.0,2315.0,190
0,1,5.0,51.0,2595.0,190
0,1,5.0,52.0,1165.0,190
0,1,5.0,53.0,2569.0,190
0,1,5.0,54.0,2321.0,190
0,1,5.0,55.0,1690.0,190
0,1,5.0,56.0,3083.0,190
0,1,5.0,57.0,2154.0,190
0,1,5.0,58.0,1488.0,190
0,1,5.0,59.0,2052.0,190
0,1,5.0,60.0,2186.0,190
0,1,5.0,61.0,2080.0,190
0,1,5.0,62.0,3448.0,190
0,1,5.0,63.0,3199.0,190
0,1,5.0,64.0,3692.0,190
0,1,5.0,65.0,1772.0,190
0,1,5.0,66.0,1601.0,190
0,1,5.0,67.0,3485.0,190
0,1,5.0,68.0,2958.0,190
0,1,5.0,69.0,3080.0,190
0,1,5.0,70.0,3005.0,190
0,1,5.0,71.0,2240.0,190
0,1,5.0,72.0,3006.0,190
0,1,5.0,73.0,2717.0,190
0,1,5.0,74.0,2527.0,190
0,1,5.0,75.0,2355.0,190
0,1,5.0,76.0,1503.0,190
0,1,5.0,77.0,1616.0,190
0,1,5.0,78.0,4106.0,190
0,1,5.0,79.0,3251.0,190
0,1,5.0,80.0,1318.0,190
0,1,5.0,81.0,1481.0,190
0,1,5.0,82.0,2665.0,190
0,1,5.0,83.0,1454.0,190
0,1,5.0,84.0,3100.0,190
0,1,5.0,85.0,3303.0,190
0,1,5.0,86.0,3543.0,190
0,1,5.0,87.0,1458.0,190
0,1,5.0,88.0,3054.0,190
0,1,5.0,89.0,2575.0,190
0,1,5.0,90.0,3727.0,190
0,1,5.0,91.0,2880.0,190
0,1,5.0,92.0,3637.0,190
0,1,5.0,93.0,1947.0,190
0,1,5.0,94.0,2392.0,190
0,1,5.0,95.0,3408.0,190
0,1,5.0,96.0,1438.0,190
0,1,5.0,97.0,3398.0,190
0,1,5.0,98.0,2577.0,190
0,1,5.0,99.0,1820.0,190
0,1,5.0,100.0,3336.0,190
0,1,6.0,1.0,3917.0,190
0,1,6.0,2.0,3158.0,190
0,1,6.0,3.0,2319.0,190
0,1,6.0,4.0,3117.0,190
0,1,6.0,5.0,2911.0,190
0,1,6.0,6.0,3902.0,190
0,1,6.0,7.0,1216.0,190
0,1,6.0,8.0,1644.0,190
0,1,6.0,9.0,2035.0,190
0,1,6.0,10.0,2048.0,190
0,1,6.0,11.0,1780.0,190
0,1,6.0,12.0,1906.0,190
0,1,6.0,13.0,3633.0,190
0,1,6.0,14.0,3990.0,190
0,1,6.0,15.0,2186.0,190
0,1,6.0,16.0,3243.0,190
0,1,6.0,17.0,4539.0,190
0,1,6.0,18.0,3572.0,190
0,1,6.0,19.0,1230.0,190
0,1,6.0,20.0,1689.0,190
0,1,6.0,21.0,1658.0,190
0,1,6.0,22.0,2268.0,190
0,1,6.0,23.0,3327.0,190
0,1,6.0,24.0,4047.0,190
0,1,6.0,25.0,4056.0,190
0,1,6.0,26.0,2845.0,190
0,1,6.0,27.0,4805.0,190
0,1,6.0,28.0,1696.0,190
0,1,6.0,29.0,2984.0,190
0,1,6.0,30.0,2293.0,190
0,1,6.0,31.0,2123.0,190
0,1,6.0,32.0,2297.0,190
0,1,6.0,33.0,1522.0,190
0,1,6.0,34.0,3499.0,190
0,1,6.0,35.0,1116.0,190
0,1,6.0,36.0,3174.0,190
0,1,6.0,37.0,2683.0,190
0,1,6.0,38.0,2906.0,190
0,1,6.0,39.0,1826.0,190
0,1,6.0,40.0,3350.0,190
0,1,6.0,41.0,2089.0,190
0,1,6.0,42.0,4871.0,190
0,1,6.0,43.0,2419.0,190
0,1,6.0,44.0,3644.0,190
0,1,6.0,45.0,1457.0,190
0,1,6.0,46.0,3921.0,190
0,1,6.0,47.0,3733.0,190
0,1,6.0,48.0,2620.0,190
0,1,6.0,49.0,2968.0,190
0,1,6.0,50.0,2551.0,190
0,1,6.0,51.0,2493.0,190
0,1,6.0,52.0,1088.0,190
0,1,6.0,53.0,2753.0,190
0,1,6.0,54.0,2910.0,190
0,1,6.0,55.0,1873.0,190
0,1,6.0,56.0,3360.0,190
0,1,6.0,57.0,2297.0,190
0,1,6.0,58.0,1473.0,190
0,1,6.0,59.0,1682.0,190
0,1,6.0,60.0,2387.0,190
0,1,6.0,61.0,2190.0,190
0,1,6.0,62.0,3669.0,190
0,1,6.0,63.0,4369.0,190
0,1,6.0,64.0,3459.0,190
0,1,6.0,65.0,2267.0,190
0,1,6.0,66.0,1603.0,190
0,1,6.0,67.0,3966.0,190
0,1,6.0,68.0,3483.0,190
0,1,6.0,69.0,3416.0,190
0,1,6.0,70.0,3292.0,190
0,1,6.0,71.0,2367.0,190
0,1,6.0,72.0,3956.0,190
0,1,6.0,73.0,3075.0,190
0,1,6.0,74.0,3269.0,190
0,1,6.0,75.0,3370.0,190
0,1,6.0,76.0,1514.0,190
0,1,6.0,77.0,1883.0,190
0,1,6.0,78.0,3727.0,190
0,1,6.0,79.0,3076.0,190
0,1,6.0,80.0,1179.0,190
0,1,6.0,81.0,1618.0,190
0,1,6.0,82.0,3006.0,190
0,1,6.0,83.0,1667.0,190
0,1,6.0,84.0,3654.0,190
0,1,6.0,85.0,4112.0,190
0,1,6.0,86.0,3811.0,190
0,1,6.0,87.0,1212.0,190
0,1,6.0,88.0,3709.0,190
0,1,6.0,89.0,3243.0,190
0,1,6.0,90.0,4003.0,190
0,1,6.0,91.0,2965.0,190
0,1,6.0,92.0,4960.0,190
0,1,6.0,93.0,2152.0,190
0,1,6.0,94.0,3002.0,190
0,1,6.0,95.0,3703.0,190
0,1,6.0,96.0,1248.0,190
0,1,6.0,97.0,3727.0,190
0,1,6.0,98.0,3520.0,190
0,1,6.0,99.0,2433.0,190
0,1,6.0,100.0,3860.0,190
0,1,7.0,1.0,5887.0,190
0,1,7.0,2.0,3669.0,190
0,1,7.0,3.0,2531.0,190
0,1,7.0,4.0,4297.0,190
0,1,7.0,5.0,4061.0,190
0,1,7.0,6.0,5102.0,190
0,1,7.0,7.0,1173.0,190
0,1,7.0,8.0,1596.0,190
0,1,7.0,9.0,2439.0,190
0,1,7.0,10.0,2643.0,190
0,1,7.0,11.0,2104.0,190
0,1,7.0,12.0,2846.0,190
0,1,7.0,13.0,6096.0,190
0,1,7.0,14.0,4908.0,190
0,1,7.0,15.0,2145.0,190
0,1,7.0,16.0,4940.0,190
0,1,7.0,17.0,5576.0,190
0,1,7.0,18.0,3536.0,190
0,1,7.0,19.0,1647.0,190
0,1,7.0,20.0,1924.0,190
0,1,7.0,21.0,1834.0,190
0,1,7.0,22.0,3329.0,190
0,1,7.0,23.0,4402.0,190
0,1,7.0,24.0,5678.0,190
0,1,7.0,25.0,5651.0,190
0,1,7.0,26.0,3553.0,190
0,1,7.0,27.0,5015.0,190
0,1,7.0,28.0,1615.0,190
0,1,7.0,29.0,4449.0,190
0,1,7.0,30.0,2880.0,190
0,1,7.0,31.0,2616.0,190
0,1,7.0,32.0,3126.0,190
0,1,7.0,33.0,1840.0,190
0,1,7.0,34.0,5083.0,190
0,1,7.0,35.0,917.0,190
0,1,7.0,36.0,3685.0,190
0,1,7.0,37.0,3492.0,190
0,1,7.0,38.0,3732.0,190
0,1,7.0,39.0,1780.0,190
0,1,7.0,40.0,4660.0,190
0,1,7.0,41.0,3113.0,190
0,1,7.0,42.0,6394.0,190
0,1,7.0,43.0,2774.0,190
0,1,7.0,44.0,4066.0,190
0,1,7.0,45.0,1359.0,190
0,1,7.0,46.0,5859.0,190
0,1,7.0,47.0,4557.0,190
0,1,7.0,48.0,2771.0,190
0,1,7.0,49.0,4168.0,190
0,1,7.0,50.0,3200.0,190
0,1,7.0,51.0,3407.0,190
0,1,7.0,52.0,1161.0,190
0,1,7.0,53.0,3553.0,190
0,1,7.0,54.0,2792.0,190
0,1,7.0,55.0,1864.0,190
0,1,7.0,56.0,4707.0,190
0,1,7.0,57.0,2533.0,190
0,1,7.0,58.0,1699.0,190
0,1,7.0,59.0,2260.0,190
0,1,7.0,60.0,3014.0,190
0,1,7.0,61.0,2322.0,190
0,1,7.0,62.0,3565.0,190
0,1,7.0,63.0,4208.0,190
0,1,7.0,64.0,4195.0,190
0,1,7.0,65.0,2664.0,190
0,1,7.0,66.0,1603.0,190
0,1,7.0,67.0,5714.0,190
0,1,7.0,68.0,5240.0,190
0,1,7.0,69.0,4007.0,190
0,1,7.0,70.0,3908.0,190
0,1,7.0,71.0,3396.0,190
0,1,7.0,72.0,5022.0,190
0,1,7.0,73.0,2958.0,190
0,1,7.0,74.0,3945.0,190
0,1,7.0,75.0,3708.0,190
0,1,7.0,76.0,1739.0,190
0,1,7.0,77.0,2115.0,190
0,1,7.0,78.0,4913.0,190
0,1,7.0,79.0,4066.0,190
0,1,7.0,80.0,1099.0,190
0,1,7.0,81.0,1516.0,190
0,1,7.0,82.0,3384.0,190
0,1,7.0,83.0,1483.0,190
0,1,7.0,84.0,3635.0,190
0,1,7.0,85.0,5646.0,190
0,1,7.0,86.0,4866.0,190
0,1,7.0,87.0,1400.0,190
0,1,7.0,88.0,4213.0,190
0,1,7.0,89.0,4306.0,190
0,1,7.0,90.0,5176.0,190
0,1,7.0,91.0,3672.0,190
0,1,7.0,92.0,5716.0,190
0,1,7.0,93.0,2352.0,190
0,1,7.0,94.0,3089.0,190
0,1,7.0,95.0,4747.0,190
0,1,7.0,96.0,1065.0,190
0,1,7.0,97.0,5815.0,190
0,1,7.0,98.0,3558.0,190
0,1,7.0,99.0,2716.0,190
0,1,7.0,100.0,4222.0,190
0,1,8.0,1.0,5690.0,190
0,1,8.0,2.0,3490.0,190
0,1,8.0,3.0,3160.0,190
0,1,8.0,4.0,4809.0,190
0,1,8.0,5.0,5034.0,190
0,1,8.0,6.0,6412.0,190
0,1,8.0,7.0,994.0,190
0,1,8.0,8.0,1823.0,190
0,1,8.0,9.0,2243.0,190
0,1,8.0,10.0,2738.0,190
0,1,8.0,11.0,1844.0,190
0,1,8.0,12.0,2307.0,190
0,1,8.0,13.0,6142.0,190
0,1,8.0,14.0,5161.0,190
0,1,8.0,15.0,3196.0,190
0,1,8.0,16.0,5051.0,190
0,1,8.0,17.0,7163.0,190
0,1,8.0,18.0,4574.0,190
0,1,8.0,19.0,1516.0,190
0,1,8.0,20.0,1487.0,190
0,1,8.0,21.0,1933.0,190
0,1,8.0,22.0,3303.0,190
0,1,8.0,23.0,4471.0,190
0,1,8.0,24.0,7475.0,190
0,1,8.0,25.0,6766.0,190
0,1,8.0,26.0,4751.0,190
0,1,8.0,27.0,6584.0,190
0,1,8.0,28.0,1829.0,190
0,1,8.0,29.0,5100.0,190
0,1,8.0,30.0,3459.0,190
0,1,8.0,31.0,3136.0,190
0,1,8.0,32.0,3299.0,190
0,1,8.0,33.0,1452.0,190
0,1,8.0,34.0,7008.0,190
0,1,8.0,35.0,969.0,190
0,1,8.0,36.0,5243.0,190
0,1,8.0,37.0,3802.0,190
0,1,8.0,38.0,4535.0,190
0,1,8.0,39.0,1890.0,190
0,1,8.0,40.0,5060.0,190
0,1,8.0,41.0,3037.0,190
0,1,8.0,42.0,6829.0,190
